machine_id,shift,machine_age_years,maintenance_overdue_days,load_pct,rpm,temperature_c,vibration_mm_s,pressure_bar,sound_db,humidity_pct,failure_within_7_days
MCH-030,day,2.15,17.6,66.4,1405.0,72.1,6.43,8.7,84.1,37.8,0
MCH-018,day,8.94,13.9,67.7,858.0,65.9,5.16,6.59,77.8,55.0,0
MCH-020,day,9.44,35.9,85.8,2092.0,66.7,3.44,8.64,81.1,78.5,0
MCH-005,night,4.42,0.0,69.4,1666.0,72.4,2.88,7.3,63.1,67.7,0
MCH-025,day,10.13,37.6,99.6,1686.0,59.9,2.76,6.51,73.5,56.9,0
MCH-023,day,4.44,22.3,60.6,1530.0,83.4,3.02,6.51,80.2,37.2,0
MCH-022,day,9.88,19.8,85.9,1326.0,79.9,3.23,5.25,68.9,57.0,0
MCH-022,night,11.95,22.9,91.2,1545.0,55.9,2.26,9.18,70.4,39.5,0
MCH-019,day,8.99,6.2,77.2,1008.0,72.7,3.62,8.73,83.4,75.5,0
MCH-015,night,10.27,33.7,67.6,1383.0,93.5,3.04,5.89,78.7,76.9,1
MCH-014,day,3.9,18.6,83.3,1261.0,52.7,7.24,8.42,69.2,60.2,0
MCH-012,day,10.98,29.2,56.6,1794.0,58.4,7.13,6.63,90.7,68.9,0
MCH-023,night,4.16,0.0,86.2,1410.0,81.4,4.2,6.06,80.5,57.5,0
MCH-026,day,9.86,51.3,74.6,1593.0,92.4,3.22,4.66,89.9,44.7,0
MCH-021,night,0.94,40.5,85.6,1235.0,65.4,3.61,6.33,80.2,28.2,0
MCH-025,day,3.91,43.4,70.9,1429.0,87.7,1.71,7.66,89.9,94.3,0
MCH-030,day,4.03,26.9,56.7,1175.0,51.8,6.48,7.57,58.1,42.3,0
MCH-007,night,1.49,37.2,63.2,1686.0,66.3,2.27,5.36,90.2,60.1,0
MCH-011,day,9.15,14.0,51.6,1271.0,59.8,2.82,7.01,58.5,33.8,0
MCH-028,day,6.0,19.8,79.5,1608.0,75.9,3.29,4.17,83.9,64.9,0
MCH-029,day,1.09,22.3,34.5,785.0,64.6,3.84,7.25,72.2,58.2,0
MCH-013,night,2.82,7.0,64.3,1360.0,41.5,6.63,8.19,64.1,25.0,0
MCH-018,day,1.96,18.8,56.1,1249.0,55.2,5.96,4.26,87.2,80.2,0
MCH-008,night,7.17,0.0,79.9,1466.0,67.7,2.36,5.36,82.1,43.0,0
MCH-015,night,1.34,4.5,52.3,1591.0,64.5,3.31,7.77,65.8,30.8,0
MCH-023,day,8.91,34.2,77.9,809.0,62.5,7.94,8.35,90.3,47.3,0
MCH-028,night,5.05,9.3,54.4,1395.0,88.7,0.9,5.63,90.0,87.7,0
MCH-023,day,3.08,0.0,69.2,982.0,68.5,4.01,8.54,71.4,37.2,0
MCH-008,night,6.11,12.0,62.8,1957.0,53.3,0.87,7.16,78.0,54.4,0
MCH-013,day,1.7,4.4,75.1,1160.0,59.1,6.68,6.53,73.6,36.5,0
MCH-017,night,7.14,21.4,85.6,1367.0,81.1,4.78,7.25,67.8,62.6,0
MCH-023,day,5.51,8.4,96.0,1921.0,73.6,2.74,7.97,85.6,53.9,0
MCH-029,night,0.66,38.1,89.7,1420.0,78.0,7.63,7.98,81.8,61.2,0
MCH-016,day,1.16,12.5,66.1,1068.0,75.0,3.76,7.02,73.4,65.6,0
MCH-007,night,7.92,15.3,77.9,1644.0,75.3,2.43,6.63,87.6,72.3,0
MCH-006,day,2.19,23.3,62.3,1165.0,55.6,7.2,7.01,76.2,65.7,0
MCH-012,night,10.23,0.0,54.6,1444.0,60.7,3.67,6.41,85.9,48.6,0
MCH-013,night,9.53,28.8,78.6,1383.0,64.1,3.93,5.52,83.7,45.2,0
MCH-028,night,10.41,35.9,53.1,1655.0,73.9,3.94,7.44,86.2,72.0,0
MCH-027,night,4.03,30.3,71.1,1438.0,73.0,3.33,8.43,89.4,81.4,0
MCH-027,night,5.8,23.7,77.7,1284.0,71.1,5.05,8.22,70.2,80.5,0
MCH-023,night,4.02,27.1,64.3,1392.0,77.1,3.52,7.99,69.7,73.3,0
MCH-002,night,5.02,24.4,72.6,1048.0,54.8,4.71,4.23,86.1,55.5,1
MCH-006,day,5.06,52.6,32.7,1059.0,68.9,6.17,3.84,71.0,64.9,0
MCH-011,day,3.45,19.3,96.8,1701.0,51.3,4.2,7.03,76.2,67.9,0
MCH-009,day,6.4,11.9,84.4,1293.0,76.3,5.82,7.49,83.0,70.2,0
MCH-004,day,4.51,39.4,49.9,1286.0,71.3,6.46,6.42,72.5,26.5,0
MCH-015,night,8.22,48.6,72.6,1310.0,74.5,0.85,8.18,72.3,54.2,0
MCH-018,day,8.62,0.0,64.2,1303.0,78.3,2.29,5.97,79.9,36.8,0
MCH-030,day,11.74,0.0,81.2,1672.0,80.3,4.44,8.65,70.2,72.5,0
MCH-024,day,7.8,20.7,91.5,1614.0,63.9,4.66,6.69,78.1,52.8,0
MCH-007,day,10.6,21.2,104.0,1096.0,58.7,5.31,8.63,76.4,41.8,0
MCH-001,day,6.79,14.7,60.9,1309.0,67.1,3.96,7.54,82.5,55.9,0
MCH-001,day,7.63,9.8,37.0,784.0,74.2,6.54,5.98,94.8,84.6,0
MCH-026,night,9.8,15.0,64.1,1740.0,53.8,2.45,6.48,87.9,64.1,0
MCH-010,night,8.06,13.3,82.8,1480.0,75.6,8.71,8.04,85.8,55.9,0
MCH-026,day,1.76,13.1,84.0,1139.0,79.5,4.46,6.25,73.2,35.9,0
MCH-005,night,5.07,14.0,82.8,1286.0,60.2,3.63,9.44,91.0,42.5,0
MCH-018,night,6.87,0.0,74.4,1143.0,53.2,2.87,8.55,85.6,61.9,0
MCH-019,day,6.1,15.1,55.6,1696.0,79.1,4.95,4.65,81.9,29.3,0
MCH-003,day,10.26,35.9,63.7,1495.0,73.7,5.61,7.81,75.3,75.5,0
MCH-016,day,7.21,9.5,105.9,1260.0,89.0,3.74,6.56,76.0,51.6,1
MCH-025,day,2.98,16.7,80.2,1716.0,67.4,7.54,7.29,75.2,32.2,0
MCH-004,day,0.75,13.0,51.3,1119.0,57.9,3.64,7.85,81.5,57.8,0
MCH-008,night,11.72,0.0,85.0,1290.0,70.0,6.01,6.29,64.8,82.1,0
MCH-006,day,10.29,16.7,68.5,1261.0,56.4,5.86,7.7,83.9,52.6,0
MCH-003,day,2.94,16.6,68.4,1763.0,69.9,2.88,9.46,78.4,70.3,0
MCH-030,night,6.05,23.4,87.5,1733.0,69.8,5.8,5.92,82.7,55.5,0
MCH-025,night,6.13,0.0,77.3,1055.0,68.9,3.26,7.66,77.0,44.8,0
MCH-021,night,2.07,47.0,49.3,1226.0,75.7,5.12,6.46,84.5,60.2,0
MCH-006,day,1.48,18.3,79.1,1067.0,73.9,0.2,6.18,74.1,68.1,0
MCH-020,day,11.78,0.0,93.7,1403.0,53.6,0.82,8.92,71.7,68.7,0
MCH-002,day,5.35,17.1,63.7,1922.0,86.4,1.98,5.54,75.8,44.9,0
MCH-011,night,6.99,13.1,44.6,1489.0,80.0,4.31,5.51,86.1,47.6,0
MCH-016,day,11.13,17.7,61.7,1507.0,75.7,1.29,7.39,85.5,51.4,0
MCH-012,night,9.05,60.2,89.0,1479.0,78.7,3.62,6.64,77.3,70.4,1
MCH-015,night,7.96,21.8,84.1,1339.0,60.3,5.57,8.47,70.7,48.8,0
MCH-011,night,11.36,42.3,71.8,1485.0,64.3,1.31,6.48,81.7,55.8,0
MCH-004,night,9.8,0.0,58.5,1452.0,62.4,7.27,5.4,70.7,62.6,0
MCH-026,day,11.29,0.0,58.3,1109.0,78.2,5.59,7.84,84.5,55.4,0
MCH-019,day,11.48,2.9,46.4,1632.0,54.8,5.97,7.51,80.4,84.6,0
MCH-014,day,7.49,31.1,96.4,1346.0,65.6,0.8,6.41,69.7,48.3,0
MCH-003,day,8.25,27.5,47.6,1483.0,67.3,4.72,6.53,91.3,58.8,0
MCH-023,night,8.75,0.0,92.1,1553.0,66.7,6.19,3.94,73.9,45.7,0
MCH-023,day,8.86,13.3,78.3,1298.0,77.3,4.33,3.69,81.5,73.9,0
MCH-004,day,9.47,24.1,48.9,1405.0,63.2,2.46,6.77,81.9,57.9,0
MCH-013,day,5.68,6.4,52.8,1505.0,86.7,6.5,7.85,83.4,55.9,0
MCH-018,day,9.26,12.5,69.6,1712.0,50.9,8.95,8.16,76.0,53.1,0
MCH-021,night,1.16,32.6,73.8,1394.0,50.9,4.78,6.84,82.4,71.7,0
MCH-003,day,2.28,23.1,79.4,700.0,59.4,2.17,6.67,73.7,70.8,0
MCH-023,night,7.69,20.7,78.5,1997.0,80.4,4.26,6.44,86.8,71.3,0
MCH-022,day,6.63,13.1,54.4,1356.0,93.1,4.13,7.32,65.8,60.4,0
MCH-025,night,2.03,22.7,77.2,1433.0,66.2,6.8,7.09,88.1,42.1,0
MCH-010,day,0.6,7.0,74.5,2065.0,72.9,4.1,8.4,79.7,61.4,0
MCH-012,day,11.15,1.4,95.9,1340.0,61.9,7.15,7.79,80.1,42.5,0
MCH-030,night,11.62,61.4,43.7,1283.0,87.5,4.69,8.22,70.8,32.8,0
MCH-025,day,11.41,19.3,95.9,1484.0,83.2,6.36,7.77,75.2,74.6,0
MCH-018,day,9.01,18.0,79.6,1330.0,53.2,3.82,8.57,65.8,41.1,0
MCH-007,night,3.62,30.0,86.0,1451.0,65.6,3.8,8.33,63.4,49.8,0
MCH-024,day,9.44,38.4,73.5,1480.0,81.9,2.32,6.48,76.6,30.5,0
MCH-011,night,5.61,35.1,109.5,815.0,58.8,7.47,4.66,92.3,60.4,0
MCH-020,day,1.09,0.0,71.3,1007.0,58.6,3.19,4.35,78.4,54.0,0
MCH-007,day,5.73,10.4,59.0,1032.0,77.1,4.66,8.03,73.7,56.9,0
MCH-001,day,6.58,18.0,73.5,1359.0,66.8,2.75,7.52,63.5,64.5,0
MCH-018,day,1.69,12.7,110.0,2028.0,71.0,4.95,6.69,69.6,55.1,0
MCH-030,day,1.07,37.6,62.9,1337.0,61.1,1.62,7.19,82.7,66.2,0
MCH-019,night,3.66,0.0,90.3,1540.0,66.4,5.57,7.66,88.6,79.1,0
MCH-007,night,9.15,4.9,51.5,1567.0,80.0,4.82,6.85,87.1,46.9,0
MCH-021,day,11.68,12.7,38.7,1834.0,57.1,6.46,8.23,70.8,39.9,0
MCH-001,day,2.11,5.3,71.9,1554.0,71.9,5.3,10.61,78.3,46.2,0
MCH-007,day,1.67,14.8,89.7,1617.0,47.8,4.56,6.59,67.8,63.4,0
MCH-022,night,5.06,10.7,73.1,1152.0,66.3,3.81,6.92,81.9,69.3,0
MCH-008,night,8.27,9.3,54.7,1688.0,72.2,4.39,7.5,80.6,78.5,0
MCH-026,night,9.81,26.2,71.5,2027.0,67.0,4.6,6.94,75.3,68.1,0
MCH-023,day,3.21,31.0,71.8,1321.0,64.3,4.21,9.11,68.1,68.8,0
MCH-011,night,6.17,4.8,47.0,1368.0,65.8,4.69,5.28,82.4,88.6,0
MCH-028,day,5.89,30.5,44.4,2122.0,94.7,3.88,5.8,91.5,52.5,0
MCH-004,night,9.95,36.3,92.2,1097.0,87.7,4.95,8.34,89.7,73.6,0
MCH-019,night,11.9,25.5,58.8,1658.0,61.6,4.59,6.61,76.2,70.3,0
MCH-023,day,7.09,47.2,70.3,1195.0,74.4,1.79,8.38,77.4,50.8,0
MCH-006,night,0.82,39.7,50.6,1528.0,65.0,5.46,5.42,91.0,32.3,0
MCH-026,day,9.76,24.5,69.7,1240.0,56.9,5.56,7.13,76.8,49.9,0
MCH-001,day,1.65,30.1,63.2,1240.0,65.8,2.08,9.37,73.5,71.3,0
MCH-002,day,4.02,3.2,61.0,1442.0,69.7,4.27,8.69,72.3,40.6,0
MCH-022,day,11.96,38.2,70.4,1835.0,64.8,5.87,7.3,91.8,34.4,0
MCH-021,night,0.83,45.5,51.9,1692.0,47.8,3.02,7.54,69.0,67.8,0
MCH-019,day,9.27,18.8,67.4,1771.0,39.6,4.17,6.86,74.4,85.6,0
MCH-023,day,2.55,29.6,60.0,895.0,69.3,2.91,8.96,82.9,58.7,0
MCH-001,day,2.85,0.0,91.7,1448.0,69.8,9.18,6.23,92.0,51.7,0
MCH-010,day,3.0,57.6,82.3,1305.0,57.2,0.2,7.24,82.6,56.4,0
MCH-008,day,7.66,40.2,67.8,1292.0,63.3,5.49,6.79,72.9,84.6,0
MCH-024,night,4.63,18.5,93.2,1692.0,50.3,3.04,6.77,63.2,44.0,0
MCH-009,day,3.36,31.5,89.0,1261.0,60.6,3.03,4.91,67.8,38.0,0
MCH-003,night,9.03,22.1,83.8,1524.0,58.4,4.79,7.08,68.9,77.4,0
MCH-026,night,9.99,8.9,80.9,1565.0,71.6,4.35,6.95,97.1,76.9,0
MCH-007,day,4.43,19.7,84.8,1611.0,59.9,4.85,6.06,83.3,73.7,0
MCH-001,day,10.53,1.7,77.4,1456.0,73.6,4.55,6.15,84.1,48.0,0
MCH-022,night,6.49,19.9,87.3,1603.0,59.2,2.33,7.15,79.4,56.4,0
MCH-008,night,1.66,0.0,91.2,1264.0,75.2,1.91,7.87,83.4,64.1,0
MCH-016,day,1.85,21.7,89.3,1407.0,60.3,4.47,6.85,67.0,36.0,0
MCH-029,day,10.25,0.0,59.7,1788.0,67.7,3.59,8.52,77.2,24.5,0
MCH-003,night,6.57,24.3,77.7,1463.0,64.6,4.62,6.24,82.0,35.1,0
MCH-007,day,6.76,0.0,83.1,1592.0,67.4,1.69,6.08,75.9,32.5,0
MCH-028,night,3.23,27.8,44.4,1424.0,69.2,4.3,7.21,84.3,79.2,0
MCH-026,night,4.55,3.9,89.4,1442.0,54.7,5.42,6.74,64.3,63.3,0
MCH-008,day,8.23,37.2,80.8,1624.0,48.9,4.37,6.39,71.9,79.6,0
MCH-018,day,4.1,40.6,91.7,1266.0,71.4,4.4,8.54,81.1,57.6,0
MCH-018,day,6.39,23.1,107.1,1384.0,69.1,5.31,6.17,78.5,47.2,0
MCH-022,day,11.12,0.0,68.4,1991.0,76.6,3.52,4.57,71.3,35.5,0
MCH-015,day,2.92,29.8,61.8,1721.0,77.9,6.67,5.89,81.8,68.1,0
MCH-025,night,7.53,0.0,74.4,894.0,66.2,5.38,8.36,80.7,68.8,0
MCH-008,day,4.79,10.4,77.7,1325.0,59.0,5.29,5.94,75.8,43.7,0
MCH-004,day,4.58,0.0,98.3,1450.0,66.2,4.79,6.9,74.6,41.9,0
MCH-023,night,1.59,0.0,97.0,1535.0,73.9,6.75,7.58,74.0,50.8,0
MCH-019,night,3.8,6.7,66.9,1329.0,67.0,4.64,7.76,93.5,15.5,0
MCH-016,day,11.79,0.0,67.6,1284.0,54.1,6.51,9.87,87.6,37.9,0
MCH-028,night,10.27,38.8,74.8,1246.0,68.1,2.39,4.27,71.2,59.2,0
MCH-018,night,4.18,5.2,62.2,1384.0,58.6,6.21,6.62,89.6,82.5,0
MCH-006,day,6.29,34.3,76.7,1438.0,78.0,2.55,8.48,69.3,49.0,0
MCH-005,day,7.61,27.2,110.0,1625.0,61.3,3.8,5.86,58.8,63.0,0
MCH-007,day,1.59,14.6,57.0,1548.0,70.3,2.89,7.4,87.0,80.8,0
MCH-007,day,11.77,24.9,96.0,1655.0,68.1,3.77,7.1,73.9,24.3,0
MCH-013,day,2.9,50.6,82.5,1671.0,61.6,4.31,10.0,68.3,65.3,0
MCH-025,day,9.03,32.5,75.5,1702.0,63.3,4.25,6.67,65.1,72.7,0
MCH-013,day,10.08,46.3,58.1,1677.0,81.8,3.88,5.55,87.2,61.3,0
MCH-029,night,10.65,16.4,77.1,1374.0,55.8,2.18,7.92,78.2,55.8,0
MCH-012,day,1.94,28.5,66.9,1657.0,76.6,3.02,8.1,85.5,29.8,0
MCH-016,night,3.59,10.4,95.8,1632.0,83.4,4.35,9.27,94.4,30.3,0
MCH-008,night,0.87,32.3,106.9,1445.0,73.1,4.35,6.07,63.4,46.7,0
MCH-006,night,11.79,43.6,82.6,1548.0,67.8,5.39,8.03,81.6,37.0,0
MCH-017,night,8.07,25.2,87.9,1459.0,76.1,4.34,5.67,80.0,42.1,1
MCH-019,night,1.79,13.0,71.1,959.0,64.9,4.77,6.64,76.9,42.0,0
MCH-017,night,2.0,14.1,71.0,1643.0,61.2,3.71,6.98,79.2,59.6,0
MCH-007,day,10.55,30.7,77.5,1728.0,60.1,5.41,9.2,80.1,50.0,0
MCH-029,day,1.27,11.6,87.9,1504.0,80.0,5.64,5.47,77.2,73.8,0
MCH-017,day,4.37,24.3,78.1,1455.0,78.6,6.38,8.04,71.2,44.9,0
MCH-005,day,0.6,29.9,86.6,1309.0,66.5,2.82,5.53,80.5,37.6,0
MCH-020,day,8.04,3.1,90.4,1230.0,48.5,7.86,7.58,69.4,55.4,0
MCH-008,day,10.64,21.8,62.7,1225.0,43.5,3.79,8.87,70.9,33.6,0
MCH-016,night,0.83,27.3,76.5,1507.0,87.0,0.58,3.63,94.5,70.1,0
MCH-004,night,4.05,23.4,79.6,1531.0,62.9,3.27,5.44,92.3,58.2,0
MCH-022,night,9.32,4.1,68.9,1290.0,63.9,7.1,7.26,88.5,56.8,0
MCH-023,day,5.18,1.5,82.7,1898.0,76.3,4.19,5.84,85.2,42.8,0
MCH-018,day,2.55,13.4,65.0,1035.0,59.8,2.16,6.46,72.1,32.0,0
MCH-002,day,9.65,11.1,68.9,1405.0,74.6,2.99,8.16,85.0,63.5,0
MCH-013,day,6.89,37.3,103.7,1555.0,73.1,3.52,8.45,69.3,67.8,0
MCH-020,night,9.73,0.0,62.4,1408.0,49.8,2.63,8.76,65.6,81.3,0
MCH-001,night,6.77,13.6,82.4,1528.0,65.9,3.64,8.12,82.4,53.9,0
MCH-019,night,3.3,54.4,59.5,1842.0,71.7,4.26,6.55,77.3,76.4,0
MCH-005,day,11.35,13.9,74.6,1180.0,67.3,6.24,4.91,72.4,29.0,0
MCH-007,day,11.57,11.7,65.7,1430.0,76.5,4.46,6.16,72.8,60.4,0
MCH-026,night,3.17,24.8,66.8,1666.0,57.5,4.97,4.79,73.5,52.7,0
MCH-018,day,2.09,40.7,40.0,1018.0,74.8,6.66,6.36,62.0,80.9,0
MCH-013,day,5.87,12.6,62.6,1368.0,61.1,4.28,6.69,75.4,19.2,0
MCH-017,night,5.4,0.0,55.1,1143.0,67.3,4.98,7.96,98.6,22.0,0
MCH-002,day,1.93,9.6,67.0,1742.0,72.6,3.86,5.33,65.2,63.0,0
MCH-011,night,11.02,12.7,52.5,2060.0,56.8,6.17,5.08,81.7,54.0,0
MCH-022,night,9.87,21.0,61.4,1275.0,58.2,6.25,5.91,74.3,50.1,0
MCH-021,day,4.28,15.2,44.7,1433.0,54.6,6.29,7.15,95.0,54.3,0
MCH-020,day,6.15,39.9,50.1,1332.0,54.9,5.63,7.54,80.9,16.3,0
MCH-005,day,11.16,0.0,94.8,1668.0,79.5,2.53,7.09,80.4,62.1,0
MCH-028,night,0.95,13.9,97.6,1140.0,77.8,6.72,6.18,75.8,41.4,0
MCH-019,day,1.07,0.0,89.4,1226.0,78.6,5.91,10.05,83.2,52.3,0
MCH-015,day,9.16,6.6,32.7,1089.0,74.2,0.36,8.54,86.3,58.7,0
MCH-001,night,11.23,14.7,87.5,1621.0,70.9,3.71,8.44,92.9,74.1,0
MCH-029,night,10.02,29.7,74.5,1063.0,63.2,5.72,5.63,57.7,54.4,0
MCH-014,night,5.15,45.3,66.1,1297.0,74.7,2.25,9.1,89.6,42.0,0
MCH-015,day,3.27,0.6,62.0,1231.0,61.8,5.75,7.02,66.9,51.9,0
MCH-028,day,10.78,29.3,59.3,1676.0,63.7,2.78,9.1,79.4,52.8,0
MCH-013,day,10.12,0.0,66.5,982.0,88.4,5.04,6.36,88.6,42.4,0
MCH-030,day,8.41,27.6,81.3,1406.0,57.1,3.25,8.15,64.0,54.0,0
MCH-002,day,10.85,16.6,102.3,1515.0,63.5,4.81,6.44,78.7,38.5,0
MCH-003,day,0.65,27.7,63.2,1504.0,78.2,2.41,3.98,83.4,95.0,0
MCH-028,day,1.0,21.0,55.4,1123.0,72.5,5.98,6.81,62.2,63.7,0
MCH-029,day,8.78,15.5,83.5,1471.0,54.2,4.53,6.46,84.9,60.4,0
MCH-024,day,1.45,2.3,52.6,1426.0,71.2,4.55,8.69,98.8,68.7,0
MCH-021,night,3.55,20.3,76.5,1231.0,75.1,7.95,5.69,75.3,61.7,0
MCH-011,day,8.91,9.6,87.0,1199.0,39.0,4.16,9.03,89.2,64.0,0
MCH-026,day,6.05,13.9,85.1,1341.0,70.4,4.65,6.98,72.4,68.5,0
MCH-012,day,4.12,18.1,29.0,921.0,54.9,3.99,6.43,72.9,70.7,0
MCH-016,night,6.73,23.4,64.5,1184.0,64.6,2.39,7.06,73.5,34.1,0
MCH-024,night,10.53,10.5,67.9,1504.0,68.3,3.72,6.93,81.4,66.0,0
MCH-028,night,10.38,15.6,71.6,1285.0,67.3,0.57,7.71,96.8,49.2,0
MCH-015,night,9.46,30.8,73.0,1364.0,77.0,5.17,6.96,72.5,37.7,0
MCH-004,night,11.01,24.8,68.1,1606.0,49.0,3.42,9.24,71.9,48.3,0
MCH-014,day,10.8,0.0,75.1,1293.0,83.1,3.5,7.1,86.3,62.5,0
MCH-016,day,11.41,25.4,83.3,1101.0,67.7,0.2,6.73,70.8,63.4,0
MCH-017,night,1.33,10.3,85.0,1173.0,43.1,3.28,6.75,68.7,45.9,0
MCH-020,day,11.88,19.6,67.2,1625.0,67.2,4.57,4.89,93.1,55.4,0
MCH-027,day,7.13,5.5,52.0,1514.0,80.9,4.26,5.78,63.1,82.5,0
MCH-016,night,4.29,17.9,63.1,1098.0,69.7,4.88,7.9,93.3,23.2,0
MCH-006,day,10.34,35.9,57.4,1460.0,69.9,7.68,6.15,64.3,41.2,0
MCH-024,day,5.13,5.8,74.6,1100.0,65.3,4.26,7.35,69.1,77.2,0
MCH-029,day,7.28,0.0,96.5,1565.0,65.4,4.6,8.21,66.3,56.3,0
MCH-030,day,2.99,23.4,54.1,1032.0,46.8,5.5,6.29,101.4,42.1,0
MCH-012,day,7.59,9.5,52.1,1383.0,58.6,4.94,8.69,98.8,63.4,0
MCH-001,day,2.72,15.6,75.3,1240.0,58.7,4.8,5.84,67.1,77.6,0
MCH-023,day,10.09,44.5,73.8,1424.0,87.6,3.38,5.81,78.0,56.8,0
MCH-014,day,4.72,14.6,82.7,1058.0,52.8,5.01,8.31,65.4,75.3,0
MCH-014,night,10.32,34.4,74.1,1135.0,68.3,4.11,7.29,74.6,66.4,0
MCH-024,night,7.39,16.2,73.4,987.0,57.6,6.16,7.27,74.8,65.8,0
MCH-002,night,3.68,47.9,62.4,1641.0,56.7,5.7,7.21,85.9,49.1,0
MCH-013,day,1.8,35.7,78.0,1179.0,60.0,4.39,3.99,91.4,65.1,0
MCH-001,day,10.23,0.0,47.4,1304.0,79.0,3.51,6.81,68.7,49.2,0
MCH-020,night,10.05,28.3,66.3,1328.0,82.4,1.36,6.68,79.1,67.7,0
MCH-024,night,5.85,4.2,59.8,2039.0,68.3,1.72,8.78,79.0,71.6,0
MCH-007,night,6.25,16.4,66.3,1124.0,69.4,4.73,5.44,81.6,61.7,0
MCH-021,night,8.27,36.2,70.5,1977.0,54.9,3.21,7.51,87.3,68.6,0
MCH-005,night,10.79,3.0,79.8,1692.0,69.7,6.27,5.42,81.7,39.3,0
MCH-011,day,10.71,8.5,70.5,1794.0,69.1,3.53,6.18,80.2,44.3,0
MCH-022,night,10.73,31.6,70.0,1429.0,84.6,1.26,8.26,77.1,53.3,0
MCH-022,night,11.71,20.3,70.0,1332.0,74.8,2.82,5.88,80.5,89.7,0
MCH-024,day,10.74,37.6,76.4,1304.0,73.2,4.79,6.25,79.6,54.9,0
MCH-005,day,4.61,25.4,84.9,1074.0,75.5,4.9,8.54,72.5,73.9,0
MCH-011,night,6.39,18.6,83.2,1164.0,58.9,6.84,9.73,78.0,85.4,0
MCH-028,day,10.14,10.0,80.6,1028.0,69.8,5.01,9.22,71.8,37.5,0
MCH-001,day,0.89,45.1,80.4,1282.0,79.1,4.18,6.71,72.6,27.9,0
MCH-005,day,8.5,0.0,77.6,1182.0,66.7,3.12,7.97,78.9,56.2,0
MCH-017,night,6.74,0.8,73.3,1515.0,60.8,3.14,7.3,68.9,63.6,0
MCH-018,day,2.47,33.9,59.0,1748.0,58.5,5.02,6.01,81.1,33.4,0
MCH-029,night,11.56,36.0,103.1,1642.0,69.2,6.85,7.19,81.5,74.0,0
MCH-022,day,4.23,0.0,88.3,1290.0,68.4,5.92,6.37,77.6,57.7,0
MCH-019,night,6.25,3.5,96.0,1634.0,69.6,3.42,6.52,81.4,71.5,0
MCH-024,day,8.21,5.9,57.0,1022.0,80.2,4.24,6.38,66.2,51.8,0
MCH-025,day,6.43,20.2,85.1,1100.0,52.7,7.04,6.2,87.1,55.5,0
MCH-025,day,5.16,24.6,74.9,1384.0,68.3,3.23,5.56,82.9,18.6,0
MCH-003,day,1.27,37.7,69.8,1764.0,71.9,2.33,6.98,85.9,68.7,0
MCH-002,day,5.19,0.0,84.0,1544.0,51.8,2.94,7.05,75.9,31.0,0
MCH-012,day,4.48,52.4,100.0,1125.0,83.8,3.48,7.17,77.5,47.4,0
MCH-013,night,2.92,19.9,47.9,1190.0,57.1,3.64,8.85,78.1,50.6,0
MCH-028,night,11.8,0.0,45.4,973.0,59.1,5.46,7.99,73.1,57.5,0
MCH-023,day,6.16,2.6,68.7,1721.0,61.7,4.29,6.02,80.9,54.5,0
MCH-001,day,11.68,17.2,70.1,1739.0,53.6,4.68,5.93,70.7,76.8,0
MCH-013,day,4.63,15.9,38.6,1337.0,75.6,4.68,6.5,69.2,63.5,0
MCH-014,night,8.13,2.6,64.8,1515.0,63.0,5.23,7.65,81.8,81.4,0
MCH-005,night,7.83,20.3,53.9,1466.0,69.1,4.53,8.2,86.2,48.5,0
MCH-027,day,4.06,0.0,69.0,1310.0,76.3,2.61,7.5,82.6,62.1,0
MCH-002,day,2.91,49.0,85.2,1423.0,71.1,3.21,6.2,80.3,60.0,0
MCH-024,day,9.94,22.1,62.4,1495.0,63.9,3.61,8.44,58.3,66.9,0
MCH-022,day,10.78,8.7,90.5,1448.0,64.1,6.55,6.36,66.7,49.7,0
MCH-008,night,1.18,0.0,93.3,1548.0,70.7,4.94,7.68,84.5,48.4,0
MCH-001,day,0.97,18.7,65.5,1956.0,71.0,3.16,8.27,83.0,31.5,0
MCH-004,night,4.27,0.0,52.8,1307.0,73.6,3.26,6.53,75.2,60.8,0
MCH-026,night,7.23,3.8,68.3,806.0,59.8,3.43,6.66,76.5,75.9,0
MCH-001,day,10.28,6.9,60.4,1086.0,61.9,2.26,7.23,82.7,53.9,0
MCH-001,day,9.78,9.8,63.1,1833.0,67.2,5.12,7.65,68.4,45.8,0
MCH-022,night,8.13,0.0,62.0,1197.0,76.1,4.41,5.33,85.0,35.1,0
MCH-025,day,1.74,5.8,82.7,1310.0,68.2,3.28,9.29,93.4,81.4,0
MCH-022,day,5.06,18.7,80.0,1267.0,64.4,5.94,8.76,81.9,55.8,0
MCH-025,day,8.23,26.2,73.3,1431.0,71.2,3.11,8.43,78.0,64.0,0
MCH-027,night,1.96,8.6,32.7,1035.0,54.6,4.44,6.58,67.2,53.5,0
MCH-008,day,8.08,25.9,66.7,1368.0,61.3,2.11,7.02,80.1,48.2,0
MCH-028,day,10.54,0.0,56.4,1304.0,55.5,6.25,5.47,82.9,31.1,0
MCH-013,day,9.37,15.9,81.5,1424.0,78.6,4.03,5.97,89.0,63.1,0
MCH-015,day,8.93,14.3,76.4,1644.0,47.7,2.61,6.57,83.6,95.0,0
MCH-025,day,1.78,0.0,47.9,1346.0,79.9,1.91,6.55,91.6,41.0,0
